id_presupuesto,plazo_ejecucion,fecha_presupuesto,fecha_validez,fecha_actualizacion,fecha_creacion,fecha_vencimiento,importe_presupuestado,total_sin_impuestos,total_con_impuestos,id_licitacion,beneficios_esperados,metodos_pago,moneda,porcentaje_descuento_acumulado,canal_entrada,cliente,comentarios,complejidad_general,dias_negociacion,estado_presupuesto,metodo_contacto,motivo_rechazo,numero_items,rating_comercial,responsable_comercial,sector_industria,segmento_cliente,categoria_licitada,aceptado,importe_presupuestado_media,importe_presupuestado_medio_segmento,importe_presupuestado_std,probabilidad_cierre_estimada,costo_total_personal,costo_total_maquinaria,costo_total_materiales,costo_total_imprevistos,costo_total,n_dias_planificados,dias_ejecucion_real,desviacion_coste,desviacion_duracion
PR142,19,2021-08-21,2021-09-20,2021-08-23,2021-08-19,2021-09-23,81821.61712845345,81821.61712845345,99004.15672542868,LIPR142,12631.842218788017,Progresivo,EUR,8.131417492970215,Presencial,Concesionaria de Infraestructuras de Impermeabilización,Eat morning certainly be wife factor environmental difficult boy.,2,12,Aceptado,Presencial,0,6,5,Ana Martínez,Impermeabilización,Privado,Balsa,True,112680.626365045,112414.45855403256,26903.983575959217,84.41204994403469,4368.0,18199.42384507024,48127.61387228743,7236.264303739925,77931.3020210976,13,5,-16522.15732614387,8
PR861,40,2021-08-21,2021-09-20,2021-08-25,2021-08-20,2021-09-23,317977.50614355353,317977.50614355353,384752.78243369976,LIPR861,41767.73483376589,Pagaré,EUR,0.836437487620179,Digital,Ayuntamiento de Calatayud,Either yeah situation buy those bill of drug.,1,4,Aceptado,Email,0,5,3,José García,Agua Potable,Público,Tratamiento,True,289905.4361511126,288434.093631625,70548.1804548662,71.72729373797304,19360.000000000004,122284.06433384187,151808.17470456864,0.0,293452.2390384105,41,10,-66293.00193890894,31
PR878,197,2021-08-25,2021-09-24,2021-09-01,2021-08-23,2021-10-02,1116271.8302149898,1116271.8302149898,1350688.9145601375,LIPR878,144296.779181258,Retención,EUR,15.983544292194956,Presencial,Consorcio Municipal de Agua de Toledo,Feel second must player condition.,3,18,Aceptado,Presencial,0,14,2,Ana Martínez,Agua Potable,Privado,Infraestructura,True,1196569.0440839771,1200738.4150724178,66885.36004922881,42.30828588665426,115960.0,502636.160944279,548343.0603398762,49900.59516587638,1216839.8164500317,221,18,-43728.79294621613,203
PR40,38,2021-08-26,2021-09-25,2021-08-26,2021-08-21,2021-09-28,344233.76732932805,344233.76732932805,416522.8584684869,LIPR40,43801.67068162235,Retención,EUR,8.287740802441938,Telefónico,Administración Local de Oropesa,Start project several when traditional game myself.,1,6,Rechazado,Teléfono,Incompatibilidad técnica,5,3,José García,Agua Potable,Privado,Tratamiento,False,289905.4361511126,288434.093631625,70548.1804548662,61.42854942031755,19360.0,122562.26984196654,196732.5233252735,0.0,338654.7931672401,36,13,-49380.6448437103,23
PR111,108,2021-08-27,2021-09-26,2021-08-27,2021-08-23,2021-10-06,745171.0281348749,745171.0281348749,901656.9440431986,LIPR111,87765.3303011474,Pagaré,EUR,11.25970653052879,Digital,Gobierno Regional de Castilla-La Mancha - Departamento de Agua,Reach environment yes almost arrive concern.,1,5,Aceptado,Email,0,10,3,José García,Agua Potable,Público,Distribución,True,746784.6346840662,750658.9928292787,82459.54389111296,68.0521798962723,54340.0,128871.32971253258,383631.67428113427,35766.68430495671,602609.6882986235,102,15,-230326.67013739876,87
PR1041,99,2021-08-29,2021-09-28,2021-09-01,2021-08-26,2021-09-30,557837.0374295572,557837.0374295572,674982.8152897642,LIPR1041,86644.34474068512,Pagaré,EUR,5.096623753605549,Digital,Administración Local de Oropesa,Teach word can challenge either can instead letter seek movie.,2,10,Aceptado,Email,0,11,3,Pedro Sánchez,Agua Potable,Privado,Distribución,True,746784.6346840662,750658.9928292787,82459.54389111296,70.0290458977165,49920.0,107053.82778699795,244458.8773201696,21569.52596573201,423002.23107289954,99,11,-221479.15109734278,88
PR534,182,2021-08-30,2021-09-29,2021-08-31,2021-08-25,2021-10-05,593262.775418477,593262.775418477,717847.9582563571,LIPR534,91245.14755635025,Transferencia,EUR,17.532531983515835,Telefónico,Empresa Mixta de Mantenimiento Urbano,Suddenly image feeling economy myself education this memory put.,3,27,Aceptado,Teléfono,0,12,3,María López,Impermeabilización,Privado,Otros,True,549701.8787000739,550788.432302039,31760.19086053934,59.24269933699512,55692.0,207281.56314744594,330830.3226868793,85891.09835668174,679694.984191007,204,22,-4812.938783820282,182
PR321,209,2021-08-31,2021-09-30,2021-09-07,2021-08-28,2021-10-07,1141785.0913428166,1141785.0913428166,1381559.960524808,LIPR321,174688.55060781864,Factoring,EUR,11.362151205925102,Telefónico,Empresa Pública de Abastecimiento de Agua,Fire head argue street attention yard everybody.,1,7,Aceptado,Teléfono,0,10,4,José García,Agua Potable,Privado,Infraestructura,True,1196569.0440839771,1200738.4150724178,66885.36004922881,75.28566958679933,98120.0,486825.4803224543,522134.1081046551,0.0,1107079.5884271094,240,26,-209394.05352352583,214
PR648,34,2021-08-31,2021-09-30,2021-09-02,2021-08-29,2021-10-05,315731.2591388931,315731.2591388931,382034.8235580606,LIPR648,40429.711812895344,Anticipado,EUR,15.014958072360676,Digital,Gobierno Regional de Castilla-La Mancha - Departamento de Agua,Attack behind cut across environment themselves.,2,15,Aceptado,Web,0,7,5,José García,Agua Potable,Público,Tratamiento,True,289905.4361511126,288434.093631625,70548.1804548662,80.8793123230399,15840.0,92475.55022156755,165775.57955847654,9265.349602122196,283356.4793821663,28,6,-72804.49156962216,22
PR471,18,2021-09-01,2021-10-01,2021-08-28,2021-08-27,2021-10-09,85370.86688543671,85370.86688543671,103298.74893137842,LIPR471,10335.563238401755,Confirming,EUR,12.002232835789044,Digital,Instituto de Riego y Promoción Agraria de Murcia,Structure lot anyone go behavior me city face.,2,15,Aceptado,Redes Sociales,0,7,2,María López,Riego,Privado,Parques,True,87548.47788968829,87362.51186738555,4264.501779009559,49.02267649247426,12480.0,26606.5178040713,50925.41301931919,5479.458704078674,95491.38952746916,14,4,-215.04059636930833,10
PR435,22,2021-09-06,2021-10-06,2021-09-11,2021-09-01,2021-10-10,93989.0222834606,93989.0222834606,113726.71696298734,LIPR435,15262.075269810784,Contado,EUR,11.179514207242107,Telefónico,Concesionaria de Infraestructuras de Impermeabilización,Ground forward bit side local enjoy send beyond rich any.,2,14,Aceptado,Teléfono,0,7,4,Juan Pérez,Impermeabilización,Privado,Balsa,True,112680.626365045,112414.45855403256,26903.983575959217,68.5469635443868,7200.0,19599.64919232306,42770.702367872014,4142.670023761831,73713.02158395691,15,5,-35538.075969314465,10
PR225,128,2021-09-09,2021-10-09,2021-09-15,2021-09-08,2021-10-19,586966.3141550437,586966.3141550437,710229.2401276028,LIPR225,78108.07078688196,Contado,EUR,19.536039701765063,Telefónico,Instituto Municipal de Conservación y Mantenimiento,Reveal may security thing professor morning six.,3,22,Aceptado,Teléfono,0,10,3,María López,Impermeabilización,Privado,Otros,True,549701.8787000739,550788.432302039,31760.19086053934,59.729389951031735,32760.0,194779.96400842475,297181.76424543257,20276.4092977895,544998.1375516468,136,10,-120076.24739027885,126
PR1398,97,2021-09-09,2021-10-09,2021-09-16,2021-09-06,2021-10-14,839491.7059215743,839491.7059215743,1015784.9641651048,LIPR1398,85307.99128263762,Progresivo,EUR,6.311384602664129,Digital,Gobierno Regional de Castilla-La Mancha - Departamento de Agua,Dinner send three or above how.,1,7,Aceptado,Email,0,11,3,Ana Martínez,Agua Potable,Público,Distribución,True,746784.6346840662,750658.9928292787,82459.54389111296,64.41793974434424,44616.00000000001,171136.56329280877,412335.28746780485,5915.772271479785,634003.6230320934,87,10,-290796.0741721185,77
PR1136,59,2021-09-12,2021-10-12,2021-09-11,2021-09-09,2021-10-14,306290.9218660797,306290.9218660797,370612.0154579564,LIPR1136,42641.40391247364,Cheque,EUR,11.29619702543161,Digital,Gobierno Local de Barcelona - Obras y Conservación,Each crime about certainly memory popular hot.,3,14,Aceptado,Web,0,10,3,Pedro Sánchez,Impermeabilización,Público,Tanque,True,321845.46434376953,327464.11015569995,40023.79221888236,60.98081051137714,35880.0,90212.80150942976,128141.55789711741,0.0,254234.35940654716,59,10,-94697.96637200617,49
PR453,36,2021-09-14,2021-10-14,2021-09-18,2021-09-12,2021-10-24,298921.3771718417,298921.3771718417,361694.8663779284,LIPR453,35278.600137465655,Confirming,EUR,2.283702357501144,Telefónico,Gobierno Regional de Castilla-La Mancha - Departamento de Agua,Daughter care win doctor close bag employee.,1,4,Aceptado,Teléfono,0,5,2,Pedro Sánchez,Agua Potable,Público,Tratamiento,True,289905.4361511126,288434.093631625,70548.1804548662,56.84688123136044,15400.000000000002,96385.89473117888,110516.14290869013,7432.789445527404,229734.82708539642,35,8,-104465.15022391092,27
PR992,130,2021-09-15,2021-10-15,2021-09-12,2021-09-10,2021-10-17,724614.9561871208,724614.9561871208,876784.0969864161,LIPR992,98318.60483787494,Confirming,EUR,14.389044754550632,Digital,Consorcio Municipal de Agua de Toledo,Policy baby great base show shoulder bank history.,3,22,Aceptado,Web,0,10,2,María López,Agua Potable,Privado,Distribución,True,746784.6346840662,750658.9928292787,82459.54389111296,44.65656813858922,85176.0,172106.85886370967,406472.13788546325,9816.363966328809,673571.3607155017,132,19,-149362.200309494,113
PR571,22,2021-09-15,2021-10-15,2021-09-21,2021-09-13,2021-10-21,191484.91168505736,191484.91168505736,231696.7431389194,LIPR571,23202.600366089897,Progresivo,EUR,10.292086070084336,Digital,Ayuntamiento de Calatayud,Collection miss because produce control race.,2,13,Aceptado,Email,0,5,3,José García,Agua Potable,Público,Tratamiento,True,289905.4361511126,288434.093631625,70548.1804548662,65.6651583330571,11040.0,61581.42383273687,114015.8808285712,8256.64120662469,194893.94586793275,20,6,-19793.56618321451,14
PR1509,18,2021-09-16,2021-10-16,2021-09-18,2021-09-12,2021-10-22,89074.14886561882,89074.14886561882,107779.72012739876,LIPR1509,11738.311876181724,Confirming,EUR,1.583348792863866,Digital,Instituto de Riego y Promoción Agraria de Murcia,Include important ten person agency wonder event find direction deal.,1,3,Aceptado,Web,0,3,2,Ana Martínez,Riego,Privado,Parques,True,87548.47788968829,87362.51186738555,4264.501779009559,53.70647373827183,12012.000000000004,30832.587871619304,35113.56514595542,7321.497867601745,85279.65088517648,18,9,-15532.809856624059,9
PR1207,28,2021-09-17,2021-10-17,2021-09-16,2021-09-12,2021-10-21,240193.44097633997,240193.44097633997,290634.06358137133,LIPR1207,26462.546156790297,Pagaré,EUR,16.132504282596976,Presencial,Consorcio Municipal de Agua de Toledo,Gun north individual wind social many thing.,3,17,Aceptado,Presencial,0,5,4,Pedro Sánchez,Agua Potable,Privado,Tratamiento,True,289905.4361511126,288434.093631625,70548.1804548662,69.38820805653685,15600.0,79370.55500699433,104174.7523678213,0.0,199145.30737481563,25,8,-67510.67975831464,17
PR448,102,2021-09-17,2021-10-17,2021-09-22,2021-09-16,2021-10-24,556555.4965551719,556555.4965551719,673432.150831758,LIPR448,111788.528851332,Confirming,EUR,10.20820660690648,Telefónico,Instituto Municipal de Conservación y Mantenimiento,Me late building sell up perhaps return life beyond social.,2,5,Aceptado,Teléfono,0,12,5,Juan Pérez,Impermeabilización,Privado,Otros,True,549701.8787000739,550788.432302039,31760.19086053934,83.37951935514774,24864.0,98431.36899340531,234676.38159069887,50095.332439611615,408067.08302371576,109,9,-260276.94238278814,100
PR1134,76,2021-09-17,2021-10-17,2021-09-22,2021-09-14,2021-10-27,710778.0999265962,710778.0999265962,860041.5009111813,LIPR1134,62527.98550336031,Pagaré,EUR,5.527200483624524,Digital,Gobierno Regional de Castilla-La Mancha - Departamento de Agua,Nearly himself room party heart task line.,1,5,Aceptado,Email,0,8,5,Juan Pérez,Agua Potable,Público,Distribución,True,746784.6346840662,750658.9928292787,82459.54389111296,82.90093802968151,36036.0,87019.10052482781,319298.61825455585,4935.701336069373,447289.4201154531,70,9,-326016.66531450336,61
PR38,42,2021-09-19,2021-10-19,2021-09-20,2021-09-18,2021-10-22,345034.8268055562,345034.8268055562,417492.140434723,LIPR38,50080.17678164916,Pagaré,EUR,12.97374704070279,Digital,Administración Local de Oropesa,Police common story house story base me service.,2,13,Aceptado,Email,0,9,5,Juan Pérez,Agua Potable,Privado,Tratamiento,True,289905.4361511126,288434.093631625,70548.1804548662,77.34161929366772,22080.0,125146.43079758575,167993.2535206839,9788.172644971795,325007.8569632415,36,8,-70107.14662396388,28
PR1224,26,2021-09-20,2021-10-20,2021-09-23,2021-09-18,2021-10-25,272396.547590262,272396.547590262,329599.82258421695,LIPR1224,40334.260396360776,Pagaré,EUR,5.724108235444641,Digital,Administración Local de Oropesa,Find quality home particular sense lay agent family son bar.,1,5,Aceptado,Web,0,5,2,José García,Agua Potable,Privado,Tratamiento,True,289905.4361511126,288434.093631625,70548.1804548662,60.90830089291234,13200.0,81896.34412176147,125887.39741446958,16583.650834197702,237567.39237042874,25,8,-75163.41561619405,17
PR373,37,2021-09-20,2021-10-20,2021-09-20,2021-09-18,2021-10-24,284498.25386266405,284498.25386266405,344242.8871738235,LIPR373,34588.184902312416,Progresivo,EUR,6.693500900201316,Telefónico,Ayuntamiento de Calatayud,Central support population interest.,2,6,Aceptado,Teléfono,0,7,4,María López,Agua Potable,Público,Tratamiento,True,289905.4361511126,288434.093631625,70548.1804548662,66.91801604440937,20160.0,114542.77784073871,151926.36744040475,5520.498677980332,292149.6439591238,35,8,-26936.794805852645,27
PR264,9,2021-09-21,2021-10-21,2021-09-27,2021-09-18,2021-10-23,43834.187803138426,43834.187803138426,53039.367241797496,LIPR264,4689.4885558917385,Contado,EUR,5.131892295003078,Digital,Gobierno Regional de Extremadura - Oficina de Riego,Mouth almost such kid out generation could answer sound heavy must.,1,5,Aceptado,Web,0,3,5,Pedro Sánchez,Riego,Público,Agrícola,True,45438.9552001467,44794.86798307713,9456.09302304823,88.26830250575014,4400.0,14335.216398563498,17047.25086021104,0.0,35782.46725877454,7,7,-12741.209100255626,0
PR631,95,2021-09-29,2021-10-29,2021-09-28,2021-09-25,2021-11-06,722300.6171292964,722300.6171292964,873983.7467264486,LIPR631,81067.77978790198,Progresivo,EUR,4.590134326978781,Digital,Administración Local de Oropesa,Officer focus fund artist sister clearly most room town.,2,6,Aceptado,Email,0,10,2,Pedro Sánchez,Agua Potable,Privado,Distribución,True,746784.6346840662,750658.9928292787,82459.54389111296,57.33410130775755,49920.0,105781.58777530066,410062.7387160969,28463.250376201388,594227.5768675989,91,10,-209140.82004959945,81
PR1514,30,2021-10-03,2021-11-02,2021-10-12,2021-10-02,2021-11-03,116367.1867596783,116367.1867596783,140804.29597921073,LIPR1514,9309.374940774263,Cheque,EUR,11.552182946672156,Telefónico,Gobierno Regional de Extremadura - Oficina de Riego,Author week determine out.,2,14,Aceptado,Teléfono,0,6,3,José García,Riego,Público,Automático,True,114631.91025091078,114371.40757955068,4425.440904820535,70.82474967309534,12480.0,44089.6698717002,61339.729321576,7385.144787982016,125294.54398125822,25,6,-382.01771919434213,19
PR777,12,2021-10-04,2021-11-03,2021-10-09,2021-10-03,2021-11-06,142590.02806098494,142590.02806098494,172533.93395379177,LIPR777,12599.006001622874,Retención,EUR,5.548625282779255,Presencial,Gobierno Regional de Castilla-La Mancha - Departamento de Agua,Against call best born including pressure write all.,1,4,Aceptado,Presencial,0,3,5,Juan Pérez,Agua Potable,Público,Tratamiento,True,289905.4361511126,288434.093631625,70548.1804548662,82.90006548904489,6864.0,37465.01333990016,81911.70810038592,0.0,126240.72144028607,11,6,-28948.312622321748,5
PR803,193,2021-10-15,2021-11-14,2021-10-17,2021-10-13,2021-11-21,1134555.149222943,1134555.149222943,1372811.730559761,LIPR803,149501.2015158262,Progresivo,EUR,8.924379182069446,Telefónico,Empresa Pública de Abastecimiento de Agua,Success far go Mrs song push war.,2,12,Aceptado,Teléfono,0,13,2,María López,Agua Potable,Privado,Infraestructura,True,1196569.0440839771,1200738.4150724178,66885.36004922881,57.75104234330376,97920.0,448486.5950106538,475197.86903305055,32688.74531701085,1054293.2093607152,221,17,-229763.14137805396,204
PR1383,35,2021-10-16,2021-11-15,2021-10-15,2021-10-12,2021-11-21,248515.41820495608,248515.41820495608,300703.65602799685,LIPR1383,42474.63455011248,Cheque,EUR,9.281361497428382,Digital,Empresa Mixta de Mantenimiento Urbano,Current professor these exist political owner open.,1,5,Aceptado,Email,0,8,3,José García,Impermeabilización,Privado,Tanque,True,321845.46434376953,327464.11015569995,40023.79221888236,77.41456347616416,11396.000000000002,49599.94297704645,123427.88953419315,14443.761676331407,198867.594187571,31,6,-92122.45856749755,25
PR475,39,2021-10-16,2021-11-15,2021-10-20,2021-10-13,2021-11-25,362213.6906070159,362213.6906070159,438278.5656344892,LIPR475,49095.49302805991,Progresivo,EUR,0.0,Telefónico,Empresa Pública de Abastecimiento de Agua,Himself lot own central prepare room age knowledge.,1,4,Aceptado,Teléfono,0,6,5,María López,Agua Potable,Privado,Tratamiento,True,289905.4361511126,288434.093631625,70548.1804548662,83.18321237923556,20592.000000000004,104707.5681254824,176507.08106433947,11802.354985428618,313609.0041752505,36,7,-97700.17945982535,29
PR432,259,2021-10-18,2021-11-17,2021-10-19,2021-10-16,2021-11-26,1288830.168308068,1288830.168308068,1559484.5036527624,LIPR432,114453.55333271652,Retención,EUR,9.28259293688768,Telefónico,Ayuntamiento de Calatayud,City space cold under executive think.,2,11,Aceptado,Teléfono,0,9,4,Juan Pérez,Agua Potable,Público,Infraestructura,True,1196569.0440839771,1200738.4150724178,66885.36004922881,75.60300453735917,228096.0,936068.839792498,660904.1405630094,118618.43763297665,1943687.4179884838,293,36,540403.6963476993,257
PR1457,227,2021-10-19,2021-11-18,2021-10-20,2021-10-18,2021-11-28,1283167.9186805775,1283167.9186805775,1552633.1816034988,LIPR1457,145624.13963362543,Transferencia,EUR,8.607106141811045,Digital,Gobierno Regional de Castilla-La Mancha - Departamento de Agua,Pressure sit challenge far.,2,9,Aceptado,Email,0,10,4,Juan Pérez,Agua Potable,Público,Infraestructura,True,1196569.0440839771,1200738.4150724178,66885.36004922881,80.5893172856311,110880.0,480201.7010694204,508204.1360551951,34731.33212794043,1134017.169252556,256,25,-294774.8890616469,231
PR735,268,2021-10-21,2021-11-20,2021-10-22,2021-10-20,2021-11-22,1224258.8126000883,1224258.8126000883,1481353.1632461068,LIPR735,186817.13122809803,Anticipado,EUR,11.68705425824809,Digital,Empresa Pública de Abastecimiento de Agua,Majority fall apply service today fine.,2,13,Rechazado,Email,0,13,2,María López,Agua Potable,Privado,Infraestructura,False,1196569.0440839771,1200738.4150724178,66885.36004922881,50.47827438480167,153120.0,689218.6871489354,611904.4427674543,140513.22208512202,1594756.352001512,305,26,183680.40817332562,279
PR319,13,2021-10-22,2021-11-21,2021-10-25,2021-10-20,2021-11-26,58261.95060463312,58261.95060463312,70496.96023160606,LIPR319,7880.442729722091,Progresivo,EUR,5.936596379568985,Presencial,Cooperativa Agraria de Riego y Desarrollo,Current hundred society kid wind during table road do.,1,7,Aceptado,Presencial,0,6,3,María López,Riego,Privado,Agrícola,True,45438.9552001467,44794.86798307713,9456.09302304823,76.08843987474053,5280.000000000001,17118.14579849349,32220.29014825735,1966.119782868844,56584.555729619686,7,4,-9557.837604735527,3
PR307,25,2021-10-23,2021-11-22,2021-10-20,2021-10-18,2021-11-29,119165.86990061,119165.86990061,144190.70257973808,LIPR307,10644.247681558523,Factoring,EUR,5.355726488117077,Digital,Gobierno Regional de Extremadura - Oficina de Riego,Manage popular positive discover future future data space pattern.,2,6,Aceptado,Web,0,7,3,María López,Riego,Público,Automático,True,114631.91025091078,114371.40757955068,4425.440904820535,72.04841543463394,10608.0,51881.16805220564,62120.91241199502,8325.754537825187,132935.83500202585,22,7,3125.717419857321,15
PR1420,178,2021-10-24,2021-11-23,2021-10-26,2021-10-21,2021-12-02,931177.8987640904,931177.8987640904,1126725.257504549,LIPR1420,94119.98791236556,Anticipado,EUR,22.146635904772022,Presencial,Gobierno Regional de Castilla-La Mancha - Departamento de Agua,Show analysis learn we especially mission maintain.,3,23,Aceptado,Presencial,0,10,3,Pedro Sánchez,Agua Potable,Público,Distribución,True,746784.6346840662,750658.9928292787,82459.54389111296,49.737906627664216,98020.0,317189.2413830447,351435.4248486344,82651.09042485563,849295.7566565346,170,20,-176002.13001992131,150
PR472,10,2021-10-24,2021-11-23,2021-10-31,2021-10-22,2021-11-27,46012.931298314725,46012.931298314725,55675.646870960816,LIPR472,6549.513914778929,Retención,EUR,0.0,Digital,Departamento de Agricultura y Desarrollo Rural de Andalucía,With green ago reduce wall five focus have whether.,1,5,Aceptado,Redes Sociales,0,6,4,Pedro Sánchez,Riego,Privado,Agrícola,True,45438.9552001467,44794.86798307713,9456.09302304823,86.48282645074744,3388.0,17933.30271526796,19567.83068196331,0.0,40889.13339723127,6,3,-11673.311815862382,3
PR917,28,2021-10-25,2021-11-24,2021-10-29,2021-10-23,2021-12-01,323468.64782459056,323468.64782459056,391397.0638677546,LIPR917,38605.62971078482,Pagaré,EUR,0.0,Telefónico,Gobierno Regional de Castilla-La Mancha - Departamento de Agua,Fill still measure challenge treat collection generation list sign structure.,1,3,Aceptado,Teléfono,0,6,2,Juan Pérez,Agua Potable,Público,Tratamiento,True,289905.4361511126,288434.093631625,70548.1804548662,64.9251493948246,10560.000000000002,63700.288503808006,155608.42134535903,0.0,229868.7098491671,23,6,-132205.5676862083,17
PR1098,89,2021-10-28,2021-11-27,2021-10-24,2021-10-23,2021-11-30,608164.0018027556,608164.0018027556,735878.4421813342,LIPR1098,66981.00070962853,Progresivo,EUR,4.524830217523129,Digital,Consorcio Municipal de Agua de Toledo,Trouble hair own themselves all standard return agent traditional nice majority.,1,6,Aceptado,Web,0,6,5,Juan Pérez,Agua Potable,Privado,Distribución,True,746784.6346840662,750658.9928292787,82459.54389111296,79.6190866150455,40040.00000000001,96923.72971479018,317638.59107218415,21591.246395732585,476193.5671827069,83,16,-198951.43532967725,67
PR1004,18,2021-10-28,2021-11-27,2021-11-03,2021-10-24,2021-11-28,66263.40298106888,66263.40298106888,80178.71760709335,LIPR1004,8798.082742102595,Cheque,EUR,1.6689967041926708,Presencial,Departamento de Agricultura y Desarrollo Rural de Andalucía,Somebody style personal whom recently enjoy rise.,1,5,Aceptado,Presencial,0,3,2,Pedro Sánchez,Riego,Privado,Agrícola,True,45438.9552001467,44794.86798307713,9456.09302304823,69.91680128456537,6776.0,38688.28504190033,29277.32041182986,24543.170887201413,99284.7763409316,16,9,24223.290617760118,7
PR644,256,2021-11-02,2021-12-02,2021-11-02,2021-10-30,2021-12-10,1254283.0643281592,1254283.0643281592,1517682.5078370725,LIPR644,178694.61406833946,Pagaré,EUR,14.777879653096342,Digital,Empresa Pública de Abastecimiento de Agua,Run explain worker phone reality if keep shoulder impact.,3,15,Aceptado,Email,0,14,5,Ana Martínez,Agua Potable,Privado,Infraestructura,True,1196569.0440839771,1200738.4150724178,66885.36004922881,75.69429418606065,151840.0,656861.0743021261,577718.8276796853,106707.53367724016,1493127.4356590516,290,23,60149.75726255297,267
PR447,20,2021-11-07,2021-12-07,2021-11-06,2021-11-05,2021-12-15,83632.81941266128,83632.81941266128,101195.71148932017,LIPR447,11380.457754658715,Anticipado,EUR,6.403838056609912,Telefónico,Instituto de Riego y Promoción Agraria de Murcia,Democratic box before tax that suffer guy finally.,2,10,Aceptado,Teléfono,0,5,4,María López,Riego,Privado,Parques,True,87548.47788968829,87362.51186738555,4264.501779009559,74.09994886263496,16848.0,84214.15762242464,47285.68136583191,10003.078739535322,158350.91772779188,20,8,63337.64056047188,12
PR798,67,2021-11-10,2021-12-10,2021-11-18,2021-11-08,2021-12-11,611614.6833403117,611614.6833403117,740053.7668417773,LIPR798,70155.85657490174,Progresivo,EUR,1.4561890662387875,Telefónico,Administración Local de Oropesa,Production different show think subject better.,1,5,Aceptado,Teléfono,0,5,4,José García,Agua Potable,Privado,Distribución,True,746784.6346840662,750658.9928292787,82459.54389111296,76.8953118801984,38324.0,91065.92863047449,280256.9160946597,0.0,409646.8447251342,65,21,-272123.6951900793,44
PR219,22,2021-11-13,2021-12-13,2021-11-15,2021-11-08,2021-12-18,115552.10996684604,115552.10996684604,139818.0530598837,LIPR219,11699.79488475538,Cheque,EUR,9.991643008697752,Presencial,Departamento de Agricultura y Desarrollo Rural de Andalucía,Eye sister worker us best.,2,9,Rechazado,Presencial,0,7,2,María López,Riego,Privado,Automático,False,114631.91025091078,114371.40757955068,4425.440904820535,56.00578799231747,4320.0,24942.977707650818,55547.26064193022,0.0,84810.23834958102,14,4,-42441.666502020395,10
PR1402,25,2021-11-14,2021-12-14,2021-11-10,2021-11-09,2021-12-18,119133.35454189818,119133.35454189818,144151.3589956968,LIPR1402,12170.117543415166,Pagaré,EUR,11.64223670111303,Digital,Departamento de Agricultura y Desarrollo Rural de Andalucía,Consumer heavy activity season general investment push five city.,2,15,Aceptado,Email,0,7,4,Ana Martínez,Riego,Privado,Automático,True,114631.91025091078,114371.40757955068,4425.440904820535,76.36647239291273,11232.0,56543.91172363805,56616.269661180944,10303.635829601211,134695.8172144202,22,7,3392.345129106863,15
PR1249,124,2021-11-17,2021-12-17,2021-11-23,2021-11-16,2021-12-27,838253.9301800043,838253.9301800043,1014287.2555178052,LIPR1249,93976.19030275525,Contado,EUR,7.253671555352719,Presencial,Consorcio Municipal de Agua de Toledo,Than language area rate program he fine.,1,6,Aceptado,Presencial,0,10,4,Ana Martínez,Agua Potable,Privado,Distribución,True,746784.6346840662,750658.9928292787,82459.54389111296,79.17063673525242,58916.00000000001,135742.32274664627,364812.0561682667,7971.441691563045,567441.8206064759,120,14,-364788.2998762836,106
PR524,272,2021-11-18,2021-12-18,2021-11-17,2021-11-14,2021-12-24,1191380.6091088213,1191380.6091088213,1441570.5370216738,LIPR524,144712.21113017583,Pagaré,EUR,6.476476433858614,Telefónico,Gobierno Regional de Castilla-La Mancha - Departamento de Agua,Early dark summer lead husband.,2,9,Aceptado,Teléfono,0,13,1,María López,Agua Potable,Público,Infraestructura,True,1196569.0440839771,1200738.4150724178,66885.36004922881,40.35035460965398,245760.0,961178.2657043454,453732.788317448,119918.76385451,1780589.8178763033,304,27,444496.9976373062,277
PR616,100,2021-11-22,2021-12-22,2021-11-24,2021-11-17,2021-12-27,882038.4564281744,882038.4564281744,1067266.532278091,LIPR616,105254.86532374054,Progresivo,EUR,2.1824297783795226,Digital,Consorcio Municipal de Agua de Toledo,Left cell drop begin southern even man travel baby practice.,1,7,Aceptado,Email,0,11,2,José García,Agua Potable,Privado,Distribución,True,746784.6346840662,750658.9928292787,82459.54389111296,58.34561780055452,53196.0,127533.94971536868,456602.2160260401,45093.83872923145,682426.0044706401,100,14,-304867.3172812748,86
PR764,62,2021-11-23,2021-12-23,2021-11-21,2021-11-18,2021-12-27,368007.4222079499,368007.4222079499,445288.98087161937,LIPR764,48194.292605915325,Pagaré,EUR,1.638750000377926,Digital,Gobierno Regional de Castilla-La Mancha - Departamento de Agua,Next beautiful usually positive usually it pressure.,1,6,Rechazado,Email,0,5,3,María López,Agua Potable,Público,Tratamiento,False,289905.4361511126,288434.093631625,70548.1804548662,61.043078854964136,37840.00000000001,233130.467199418,206134.45333084033,0.0,477104.9205302583,61,19,60903.20571639309,42
PR601,15,2021-11-27,2021-12-27,2021-11-26,2021-11-24,2022-01-04,41863.77397916947,41863.77397916947,50655.166514795055,LIPR601,5013.496905530204,Progresivo,EUR,0.0,Presencial,Cooperativa Agraria de Riego y Desarrollo,Market during check garden design.,1,3,Rechazado,Presencial,Coste elevado,5,3,María López,Riego,Privado,Agrícola,False,45438.9552001467,44794.86798307713,9456.09302304823,69.0860648019602,4928.0,27436.518506953173,21723.6227357398,0.0,54088.141242692975,11,7,7210.870357993302,4
